obs_id;lat_wgs84;lon_wgs84;obs_date;obs_time;obs_time_zone;site_id;site_name;site_country;upstream_basin_area;upstream_basin_area_unit;drainage_region_name;param_code;source_param_code;param_name;source_param_name;obs_value;source_obs_value;detection_limit_flag;param_form;source_param_form;unit;source_unit;filtration;source;obs_percentile;obs_iqr_outlier;site_ts_availability;site_ts_continuity;WATERBASE_meta_procedureAnalysedMatrix;WATERBASE_meta_Remarks
ea90e7fc88db02309988e2338446e1b9d51f2e1ecde5454b3b98cda5b96ce89e;54.50745;23.11313;2019-02-20;00:00:00;;LTR1054;RAUSVE NEAR RUGIAGELIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;3.1;3.1;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.7971311475409836;no;0.15;0.01;W;
85e83d35b9d3587b1532305706b23b82676e170dd0be75ee1985d800a8df0716;54.50745;23.11313;2019-04-24;00:00:00;;LTR1054;RAUSVE NEAR RUGIAGELIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.2;2.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.5498012916045703;no;0.15;0.01;W;
6046fe57095f31cd88d35fe33568cbea4314fb23b76c8dc24a5db16b109d2563;54.50745;23.11313;2019-07-23;00:00:00;;LTR1054;RAUSVE NEAR RUGIAGELIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.2;1.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.1564207650273224;no;0.15;0.01;W;
785e868d27c2366cff682433a0b278631619e9b00977dd8eda27c60a65b35ba5;54.50745;23.11313;2019-10-07;00:00:00;;LTR1054;RAUSVE NEAR RUGIAGELIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.2;1.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.1564207650273224;no;0.15;0.01;W;
e99d401d3a026ab482e5263de67ef091313d6fa0c57f8dcf2f976c749b6e860b;54.50745;23.11313;2022-02-10;00:00:00;;LTR1054;RAUSVE NEAR RUGIAGELIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.1;1.1;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.11512667660208643;no;0.15;0.01;W;
b3053987f3c7157851ac6eb31f7f604b37c729d5faf07923cdf987a67325f44e;54.50745;23.11313;2022-04-04;00:00:00;;LTR1054;RAUSVE NEAR RUGIAGELIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.5;1.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.28036512667660207;no;0.15;0.01;W;
6b916076f418817d6f2c1070a34f391294889b9287a33b69da3b84f54f053329;54.50745;23.11313;2022-07-18;00:00:00;;LTR1054;RAUSVE NEAR RUGIAGELIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.5;2.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.6523224043715847;no;0.15;0.01;W;
dc56c77b0167c6913fd058982569515834f329a9f520c138b3279a205fa5fa77;54.50745;23.11313;2022-10-06;00:00:00;;LTR1054;RAUSVE NEAR RUGIAGELIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.1;1.1;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.11512667660208643;no;0.15;0.01;W;
60357a6070dfa33987e8facc5072812f59350e4d8ef9f37f16ca1f47f7cd8cb6;55.74212;26.29902;2016-02-25;00:00:00;;LTR106;LAUKESA DOWNSTREAM ZARASAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.3;2.3;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.5860655737704918;no;0.19;0.02;W;
2de9d3c1908350d537486a6171aa63ba6d6e279e8c96724460f43dcc98addf92;55.74212;26.29902;2016-04-12;00:00:00;;LTR106;LAUKESA DOWNSTREAM ZARASAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.5;2.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.6523224043715847;no;0.19;0.02;W;
5885d9b565f3a0ad7943556ce65fadbaf9fc2fbb4ae841d04c3df9dedbfe7716;55.74212;26.29902;2016-07-04;00:00:00;;LTR106;LAUKESA DOWNSTREAM ZARASAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.8;1.8;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.3987208147044213;no;0.19;0.02;W;
673fdda0248ef0f1c2fdde5dffcda303cb081ff4a8c4730c6bb5d116128a278f;55.74212;26.29902;2016-09-21;00:00:00;;LTR106;LAUKESA DOWNSTREAM ZARASAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.5;1.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.28036512667660207;no;0.19;0.02;W;
6f169287aec7b7e474f7b129841546fda11d303bca20a5fceb5c8f128bc93d4d;55.74212;26.29902;2019-02-13;00:00:00;;LTR106;LAUKESA DOWNSTREAM ZARASAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.2;2.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.5498012916045703;no;0.19;0.02;W;
76d28e86d24fd0874c6bb9d0e61a0cdd0ffc677b319cdf9e5fdfcd76301fef8b;55.74212;26.29902;2019-04-11;00:00:00;;LTR106;LAUKESA DOWNSTREAM ZARASAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.4;2.4;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.6198460009935419;no;0.19;0.02;W;
68de26f29b1c157d8aeb9aec629bd93cb104274a5420645223cb87fa6295317b;55.74212;26.29902;2019-07-01;00:00:00;;LTR106;LAUKESA DOWNSTREAM ZARASAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;0.83;0.83;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.031110283159463487;no;0.19;0.02;W;
998fc4cf4e6ceea55f8ca69660858eb5dd0e3cc5157cdc67238bc222db518fee;55.74212;26.29902;2019-09-19;00:00:00;;LTR106;LAUKESA DOWNSTREAM ZARASAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.2;1.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.1564207650273224;no;0.19;0.02;W;
65acf5c34fb6ab1fab234ae53d3be8aab946ad0f1dca6aa197f511063a435ece;54.87962;22.99345;2021-02-08;00:00:00;;LTR1063;PENTA II AT SINTAUTAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.8;1.8;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.3987208147044213;no;0.57;0.11;W;
db83ccaf7c8bef2b42cf70fc72345726a406a4f53cfb9b9644570fb2395a63da;54.87962;22.99345;2021-04-20;00:00:00;;LTR1063;PENTA II AT SINTAUTAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;5.9;5.9;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9795081967213115;yes;0.57;0.11;W;
912e6708e96aa2db5813658c538369d781d38f06bee11f90002658c10c6618b0;54.87962;22.99345;2021-07-22;00:00:00;;LTR1063;PENTA II AT SINTAUTAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;5.5;5.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9665921510183805;yes;0.57;0.11;W;
ec3f3b733a39a3b03f17645a98a77c38a8c3a1f9b9407b3abec8aeddcbc872b4;54.87962;22.99345;2021-10-07;00:00:00;;LTR1063;PENTA II AT SINTAUTAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;4.9;4.9;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9484600099354198;no;0.57;0.11;W;
d33a5e2de4a4dc1f3394c6d5a76117e937f632ceaf1ece69e53d1e0326046f53;54.51385;22.96784;2013-02-20;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;3.9;3.9;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.8962369597615499;no;0.14;0.01;W;
cf5e344767cd30f906a8e45a9002e7ba3c6fe7f9c1b7ff52d49ebac71b3ad364;54.51385;22.96784;2013-04-23;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;6.9;6.9;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9908718330849479;yes;0.14;0.01;W;
cec6854259531410c2452db0b941dc2b10f1937ae83586b47e9f4efa96a28301;54.51385;22.96784;2013-07-24;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.1;2.1;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.5113636363636364;no;0.14;0.01;W;
9802d4030adbd6b9752c820a486f5323de755f05bb0d43f45dd453ffb00655ba;54.51385;22.96784;2013-10-16;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.5;2.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.6523224043715847;no;0.14;0.01;W;
0d5896c71eeb0b7f041ab99e681dbe2b3accbc8ed1a17b1e463983467f4097f4;54.51385;22.96784;2016-02-17;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;6.1;6.1;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9843517138599106;yes;0.14;0.01;W;
d27cdaa9c35fef704cfaaad87549d46de260802571ef96caedbaaece21a298ef;54.51385;22.96784;2016-04-20;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.5;2.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.6523224043715847;no;0.14;0.01;W;
0d5fe3623f63f1a612c081292f8cfcdee76399f7d072de1fff321c7ede69c19c;54.51385;22.96784;2016-07-25;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;6.2;6.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9854073522106309;yes;0.14;0.01;W;
9fc268f821c4b78cd757ae802361b50f13a6635fb896577188d096da7007f7f3;54.51385;22.96784;2016-10-04;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.9;2.9;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.7562717337307501;no;0.14;0.01;W;
434c0a605c418b410b349b0ef4ad1a718549aa08ebe33e04bf79c968812a708d;54.51385;22.96784;2019-02-13;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.0;2.0;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.4734227521112767;no;0.14;0.01;W;
730b739530c685adf9b89c39a0828c1efbe885c1f8f38f629d15fcb5cef20f62;54.51385;22.96784;2019-04-17;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.0;2.0;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.4734227521112767;no;0.14;0.01;W;
94e9567b7e18f82f57d5188e5613c66b70be86dba63291a9c0b7ade64fa5cd03;54.51385;22.96784;2019-07-23;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.5;2.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.6523224043715847;no;0.14;0.01;W;
9f2d18513178ecb2fa529151067e4525a7360748312140fa9861aaefc6ec7606;54.51385;22.96784;2019-10-08;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;3.0;3.0;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.7771361152508693;no;0.14;0.01;W;
719b00c4845234dad9766dc5a5b945cf97bae05966bee3acc85c747a63686881;54.51385;22.96784;2022-02-21;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.5;2.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.6523224043715847;no;0.14;0.01;W;
6c1504acf32682e0415b22d9c8f4bed865aee606bc1d97c34ea84f2e79e3498a;54.51385;22.96784;2022-04-04;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.7;1.7;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.3602210630899155;no;0.14;0.01;W;
22697f04e535fa01b33f1d194bb2af114cef857b35c0671d694ced8f6eb308a2;54.51385;22.96784;2022-07-13;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;8.3;8.3;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.996274217585693;yes;0.14;0.01;W;
80ea2180090aacd6d07ef45a7ba49f7cb2fd604e68b18e0e989127bdccf1fced;54.51385;22.96784;2022-10-04;00:00:00;;LTR1070;SIRVINTA AT SAUSININKAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.6;1.6;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.3204793840039742;no;0.14;0.01;W;
4c128cc3dc3e2b73fd2bdc0dace7e2dd3f3fbfff6d3c42b5659797e5f80aecd7;54.63543;23.05524;2016-02-17;00:00:00;;LTR1072;SEIMENA AT PASEIMENIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;6.2;6.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9854073522106309;yes;0.19;0.02;W;
ed3855e056d0b187a8c747cc639a81ef81cd6ec9c3314d3c84ca0ee41ee2bfe4;54.63543;23.05524;2016-04-20;00:00:00;;LTR1072;SEIMENA AT PASEIMENIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;3.6;3.6;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.8695976154992549;no;0.19;0.02;W;
c29958b18f12ba6b813e8421f8bb07d1e8e31a9ee6854c928359850ec1899b1d;54.63543;23.05524;2016-07-25;00:00:00;;LTR1072;SEIMENA AT PASEIMENIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;4.6;4.6;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9367858917039245;no;0.19;0.02;W;
236c7835f39577f3ffd5083cdf3e007eadee95d4ebc9f97ce5ee5c1d0d2b12ab;54.63543;23.05524;2016-10-04;00:00:00;;LTR1072;SEIMENA AT PASEIMENIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.8;2.8;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.7329234972677595;no;0.19;0.02;W;
bf747470931c6cebbce650bb0a126a7b8a08795a646e1953969bec1111dc76e8;54.63543;23.05524;2019-02-20;00:00:00;;LTR1072;SEIMENA AT PASEIMENIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;3.1;3.1;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.7971311475409836;no;0.19;0.02;W;
150ed04d583d8e0ddf37f2a93471dbb1a364f61f05b91892197f0cdd1a902bd2;54.63543;23.05524;2019-04-24;00:00:00;;LTR1072;SEIMENA AT PASEIMENIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;4.0;4.0;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9039369100844511;no;0.19;0.02;W;
897115702503129926449930cf8b93e35d31c3612144f30e775bb8553542e4a1;54.63543;23.05524;2019-07-23;00:00:00;;LTR1072;SEIMENA AT PASEIMENIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;5.2;5.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9584575260804769;yes;0.19;0.02;W;
3f8d8b9d660be5ce1af509a43a0b0da529aa82e8df95d468f25e274fff7fb8d2;54.63543;23.05524;2019-10-07;00:00:00;;LTR1072;SEIMENA AT PASEIMENIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.5;2.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.6523224043715847;no;0.19;0.02;W;
1500f66929047bfd5f4cd5cf6220ad1e417f1a877bb2a342d34be593099c9011;54.47423;23.28882;2016-02-24;00:00:00;;LTR1074;SUDUONIA AT GULBINISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;4.7;4.7;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9407600596125186;no;0.19;0.02;W;
e87d1175f8a28caa7ff4c37d0cf7241c25896aed4510c58bf31c452bf96cc68e;54.47423;23.28882;2016-04-26;00:00:00;;LTR1074;SUDUONIA AT GULBINISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;6.6;6.6;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9887605563835072;yes;0.19;0.02;W;
2d8cb404ac820695ba0840d4c89dfb5acefe11562d5cd2cdb55d4d847019cd50;54.47423;23.28882;2016-07-27;00:00:00;;LTR1074;SUDUONIA AT GULBINISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;6.2;6.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9854073522106309;yes;0.19;0.02;W;
5c9e68b8c4e817dd147ac8c38821bc019254f527b7a978a8e305e0c72501ccb2;54.47423;23.28882;2016-10-05;00:00:00;;LTR1074;SUDUONIA AT GULBINISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;6.2;6.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9854073522106309;yes;0.19;0.02;W;
ab23dcb02f7eeb1c7a9d48773b2889afbc6ebb73fef9fc732c93f9af8f4246ca;54.47423;23.28882;2019-02-13;00:00:00;;LTR1074;SUDUONIA AT GULBINISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.2;2.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.5498012916045703;no;0.19;0.02;W;
119abb83f19282d427d7eccd79a7cae18617b0571e20b5476ccc13e3f9e2b3e6;54.47423;23.28882;2019-04-17;00:00:00;;LTR1074;SUDUONIA AT GULBINISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.7;2.7;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.7080849478390462;no;0.19;0.02;W;
31a0211e01ff111cb46eeb7dd01d72cc274fc4bbe031ab82b047bca24940f9c0;54.47423;23.28882;2019-07-15;00:00:00;;LTR1074;SUDUONIA AT GULBINISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;5.8;5.8;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9746025832091406;yes;0.19;0.02;W;
fc4ff26a7d7b24eca5ca715447457f94db501685f50dd5fac489746be619bdf8;54.47423;23.28882;2019-10-01;00:00:00;;LTR1074;SUDUONIA AT GULBINISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.1;2.1;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.5113636363636364;no;0.19;0.02;W;
76ca90838fe2c2184562ed279b3e0ebe4bf8c6fb6d6ad5135a829d1331defd52;54.72037;23.59466;2022-02-14;00:00:00;;LTR1076;KOKE NEAR THE ROAD NO 230;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.5;1.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.28036512667660207;no;0.57;0.11;W;
d7b8bcb3d4d8f68b961388ab3216dc8251d65ff27bc53cf8ad304f59e884f98c;54.72037;23.59466;2022-04-06;00:00:00;;LTR1076;KOKE NEAR THE ROAD NO 230;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.3;1.3;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.19895678092399405;no;0.57;0.11;W;
4f7be123cb0499c3cf47a5dde84e76653dd1b86e09e8da9bd6aa1c4a40129a2e;54.72037;23.59466;2022-07-14;00:00:00;;LTR1076;KOKE NEAR THE ROAD NO 230;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;5.3;5.3;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9613760556383507;yes;0.57;0.11;W;
fbc4151ec0c706cf36ebaa8aec3b7a700f5521040042fc686381161f691204bb;54.72037;23.59466;2022-10-03;00:00:00;;LTR1076;KOKE NEAR THE ROAD NO 230;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.6;2.6;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.6825633383010432;no;0.57;0.11;W;
dde4f3939ff4c98a127a59996ff01d9e53c217ad997b8cecc68dba6fa8926994;55.6387;22.8419;2013-02-13;00:00:00;;LTR1087;VIBLENAS TIES GASTYNAIS;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.0;1.0;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.08289865871833085;no;0.57;0.12;W;
29e2e49860917e18150125d98472a325b85a3005108adf0f95df4a157577b853;55.6387;22.8419;2013-05-20;00:00:00;;LTR1087;VIBLENAS TIES GASTYNAIS;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.5;2.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.6523224043715847;no;0.57;0.12;W;
0d61e2d6ad27e999c8bb7b28786cfb1eaca65adcf8beae6e622946b1db5bd864;55.6387;22.8419;2013-07-16;00:00:00;;LTR1087;VIBLENAS TIES GASTYNAIS;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.0;2.0;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.4734227521112767;no;0.57;0.12;W;
f94235c6fe66959aa59598d6dc2daeddc53d8c77738f133e40ee35e2c40c805e;55.6387;22.8419;2013-09-26;00:00:00;;LTR1087;VIBLENAS TIES GASTYNAIS;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.5;1.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.28036512667660207;no;0.57;0.12;W;
0dafac2ff7c2530fdb25db1b1ea01b56beb1d5dd367a41700ba0de57969d62d1;55.55753;23.51998;2013-02-12;00:00:00;;LTR1089;ZADIKE AT VALATKISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.3;2.3;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.5860655737704918;no;0.12;0.01;W;
ac861264b12e613a02c129947a3b47165dffd46af0ab0a4ed5565c089f16e4e7;55.55753;23.51998;2013-05-13;00:00:00;;LTR1089;ZADIKE AT VALATKISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;4.3;4.3;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.9210134128166915;no;0.12;0.01;W;
ddc23e2dea3de8e0a484af7401e486e88aa6a4602f17037f3c8c4bec300ea0d8;55.55753;23.51998;2013-07-08;00:00:00;;LTR1089;ZADIKE AT VALATKISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.2;2.2;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.5498012916045703;no;0.12;0.01;W;
cfc6a568d98a37121894ee588ef5793503be12468027c953e94713ab31810f50;55.55753;23.51998;2013-10-28;00:00:00;;LTR1089;ZADIKE AT VALATKISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;3.5;3.5;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.858668653750621;no;0.12;0.01;W;
ce98c21132789a3697e777fe87c359b4e02704c17395023a79852a5a91c923ab;55.55753;23.51998;2018-02-12;00:00:00;;LTR1089;ZADIKE AT VALATKISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;2.1;2.1;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.5113636363636364;no;0.12;0.01;W;
a80409d31a3ce360dbd623eeeff410810bd686c4e352b6cdc0c463fd781c86f0;55.55753;23.51998;2018-04-03;00:00:00;;LTR1089;ZADIKE AT VALATKISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;3.9;3.9;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.8962369597615499;no;0.12;0.01;W;
de84c7b63ea2fcbc2806c1912c0db4369597346d54b24edfa4e3ccf929a0f659;55.55753;23.51998;2018-07-09;00:00:00;;LTR1089;ZADIKE AT VALATKISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;1.7;1.7;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.3602210630899155;no;0.12;0.01;W;
9b78fba3e1153a29c64eee4d88dd98a68591fda3977a34ea4fc71574b7ed64a9;55.55753;23.51998;2018-10-17;00:00:00;;LTR1089;ZADIKE AT VALATKISKIAI;LT;;;;BOD7;EEA_3133-02-6;Biochemical Oxygen Demand (BOD7);BOD7;0.91;0.91;;O2;O2;mg/l;mg{O2}/L;unfiltered;WATERBASE;0.05104321907600596;no;0.12;0.01;W;
