soil
0.0
12.8
6.8
7.2000003
7.8
5.9
24.0
33.600002
23.6
10.7
4.8
2.9
0.1
0.6
32.5
0.4
12.2
14.900001
9.7
13.0
8.0
15.6
13.5
5.1
15.900001
19.1
6.3
5.3
5.6
9.900001
3.7
2.3
5.6
2.7
2.7
2.9
2.7
12.3
5.7000003
5.1
4.4
3.8
3.3
5.0
4.8
0.0
0.0
2.2
0.0
13.2
5.2000003
36.100002
4.2000003
6.1
6.5
7.0
10.7
3.3
2.5
21.6
23.9
8.2
10.2
2.8
8.400001
3.5
3.3
4.4
4.2000003
3.3
8.5
6.5
7.0
7.5
11.8
4.8
5.5
4.8
2.1000001
0.0
6.6
4.0
0.0
16.7
4.9
17.2
3.5
2.7
3.0
2.2
2.5
2.5
6.2000003
5.1
4.9
5.1
6.2000003
1.4
3.4
3.3
4.4
3.3
5.4
4.8
4.1
0.0
5.2000003
4.1
6.1
7.0
10.6
3.3
2.4
17.9
6.5
6.2000003
11.0
5.0
4.8
4.2000003
2.1000001
0.0
0.0
4.8
4.9
1.4
4.1
7.0
3.0
4.2000003
2.2
4.0
2.5
2.5
0.4
0.1
1.3000001
5.1
3.5
4.4
3.1000001
3.3
4.8
2.1000001
0.0
7.0
7.3
6.1
11.0
2.2
2.3
0.0
8.900001
10.8
8.7
5.2000003
4.5
23.9
6.5
7.0
5.5
3.3
2.5
2.7
2.4
8.5
6.5
8.2
10.2
2.8
12.400001
8.400001
11.400001
33.100002
49.0
4.4
4.2000003
3.3
7.0
6.6
7.5
4.0
5.0
4.8
0.5
11.3
4.9
5.2000003
4.1
4.5
2.2
4.0
2.5
2.5
2.4
6.2000003
5.1
10.400001
6.2000003
4.6
5.5
5.0
4.8
2.6000001
2.5
2.7
3.0
4.9
5.5
0.5
17.2
2.1000001
3.6000001
3.8
0.0
1.2
0.0
7.0
2.5
2.7
2.4
2.8
1.2
3.4
3.3
16.7
4.4
4.2000003
2.1000001
4.8
4.9
36.100002
2.2
3.3
2.5
2.5
2.7
2.4
23.9
5.1
5.1
0.2
15.5
3.4
9.0
3.4
3.5
4.4
4.2000003
3.3
3.1000001
3.3
8.5
6.5
17.9
2.7
17.2
9.0
7.0
6.6
2.2
0.0
7.0
7.3
0.0
8.900001
10.8
8.7
5.2000003
4.1
4.5
6.1
6.5
7.0
4.9
5.5
6.4
33.100002
2.5
2.8
6.6
49.0
34.100002
3.3
4.4
7.0
5.5
5.0
4.8
4.0
11.3
3.5
2.2
4.9
5.2000003
4.5
2.5
0.1
10.2
2.9
10.400001
3.2
3.4
3.3
2.4
7.5
5.1
5.1
4.1
4.2000003
8.2
5.0
4.8
3.6000001
3.8
0.0
0.5
4.1
6.1
6.5
7.0
4.0
2.5
2.5
2.5
2.5
2.4
2.8
6.2000003
10.6
9.5
3.4
8.3
3.3
2.5
3.1000001
3.3
6.2000003
6.2000003
5.0
4.8
2.1000001
0.0
4.9
5.5
3.3
7.2000003
4.9
13.2
11.3
7.0
6.2000003
11.6
9.0
2.5
5.1
5.1
1.2
1.4
1.2
32.2
9.6
2.9
3.4
3.3
2.0
16.7
32.2
4.8
0.0
4.1
17.2
10.8
8.7
5.2000003
3.5
4.5
23.9
36.100002
3.0
15.8
2.2
6.1
6.5
7.0
4.9
5.5
15.5
11.0
33.100002
4.0
3.3
2.5
2.5
2.4
8.5
6.5
0.1
2.8
4.8
11.0
49.0
34.100002
3.4
3.3
7.0
7.0
4.0
5.0
4.8
3.6000001
3.8
2.7
0.3
7.0
11.3
0.5
4.9
7.3
3.2
3.3
8.2
10.2
3.0
2.3
2.5
2.4
2.7
10.6
3.3
0.3
0.0
5.2000003
3.5
4.5
2.2
6.1
6.5
7.0
4.0
2.5
2.5
2.8
6.2000003
3.4
8.3
3.3
4.9
4.9
9.0
4.5
0.3
5.1
4.8
5.1
5.5
3.4
3.3
3.0
2.9
7.2000003
4.2000003
2.5
5.0
4.8
3.4
3.5
0.0
8.900001
8.7
5.2000003
3.5
21.6
6.1
6.5
7.0
1.4
1.2
6.4
33.100002
2.5
2.5
2.4
23.9
0.1
1.3000001
0.3
2.8
7.0
11.0
49.0
34.100002
5.0
4.8
4.4
3.8
3.3
0.2
8.5
6.5
6.1
4.8
10.400001
16.7
2.7
13.1
4.1
2.0
0.2
0.2
2.1000001
7.0
7.0
6.6
4.0
2.2
0.0
11.3
15.8
4.9
13.2
5.2000003
3.5
7.0
7.3
8.2
10.2
2.2
12.400001
10.7
11.400001
2.5
2.5
5.1
2.9
2.3
5.1
11.2
3.3
11.0
4.0
15.8
0.1
0.5
0.3
0.0
17.2
3.4
4.1
4.5
3.0
0.3
4.6
6.1
6.5
7.0
10.6
4.0
3.3
2.5
2.5
2.5
2.7
3.1000001
5.4
2.8
6.2000003
0.5
3.4
8.3
3.4
4.4
3.8
4.2000003
2.5
3.3
2.1000001
10.1
6.2000003
6.2000003
49.0
34.100002
5.0
4.8
2.7
3.0
4.9
0.3
1.2
4.9
5.2000003
3.5
4.5
2.2
9.0
3.3
2.5
2.5
2.4
5.1
5.1
3.4
5.0
4.8
3.4
4.2000003
3.3
4.2000003
2.9
7.2000003
8.5
0.0
8.900001
10.8
8.7
4.1
21.6
23.9
36.100002
4.8
6.1
6.5
7.0
1.2
5.5
6.4
33.100002
4.0
2.5
7.0
6.5
6.6
2.8
2.7
5.5
49.0
34.100002
4.8
3.3
4.8
4.0
0.3
11.3
0.3
4.9
2.7
3.0
0.8
16.7
3.2
5.2000003
5.0
4.5
2.5
7.0
5.1
2.9
2.3
5.1
2.7
1.4
1.2
4.2000003
0.1
4.1
2.1000001
0.0
4.1
3.3
12.400001
6.1
6.5
7.0
10.7
3.5
4.1
7.3
8.2
10.2
3.0
0.1
2.2
9.6
10.2
3.4
8.3
4.0
4.8
2.5
2.5
0.1
5.4
2.8
34.100002
3.4
3.3
3.3
0.3
0.1
3.1000001
11.3
0.4
0.3
5.2000003
4.8
4.5
23.9
6.6
9.0
21.6
6.2000003
0.1
5.1
6.6
0.5
15.5
2.9
3.4
4.8
2.5
2.5
0.2
8.5
15.8
2.2
0.3
1.2
7.2000003
3.4
3.5
3.3
2.6000001
2.5
7.0
5.3
5.3
2.5
7.0
7.0
6.6
3.0
4.9
0.5
0.0
8.900001
10.8
8.7
4.1
2.7
6.1
6.5
7.0
1.2
33.100002
4.0
1.8000001
1.8000001
1.8000001
2.7
3.1000001
3.3
0.1
34.100002
5.0
4.8
2.5
4.5
3.3
9.0
2.8
0.3
4.5
0.4
0.3
0.0
11.3
0.0
4.4
4.1
2.3
2.2
5.8
4.4
3.1000001
3.2
3.0
3.0
2.2
3.2
3.0
6.3
1.2
0.3
7.0
4.7000003
0.1
4.6
9.2
5.2000003
0.2
6.6
0.8
3.8
3.8
0.4
0.2
3.2
3.4
8.6
10.6
8.900001
1.9
1.8000001
0.0
0.0
4.7000003
3.7
2.8
5.6
5.9
6.4
3.6000001
7.0
8.8
2.6000001
0.1
2.0
3.1000001
7.4
0.0
4.6
6.7000003
1.8000001
10.0
4.4
4.7000003
5.0
8.0
3.1000001
3.0
2.3
2.3
3.0
0.1
4.7000003
0.1
4.6
5.4
0.5
3.5
1.9
0.2
5.4
1.2
3.6000001
8.8
2.4
2.3
2.4
3.2
3.9
0.0
7.2000003
9.5
7.8
3.6000001
4.1
2.3
5.6
5.9
6.4
20.5
3.0
3.2
3.4
7.7000003
2.0
2.4
26.800001
4.5
4.4
3.2
3.5
3.8
2.3
1.9
2.6000001
9.8
3.7
4.4
4.7000003
4.1
2.2
2.0
4.5
3.0
2.3
2.8
2.3
3.0
4.7000003
0.1
4.6
9.2
3.8
17.7
6.3
1.2
0.3
0.8
2.4
0.5
3.0
1.8000001
1.9
3.2
3.4
7.4
5.7000003
14.8
8.6
0.4
1.9
0.0
0.0
6.1
5.8
1.0
0.0
3.2
3.7
3.0
14.6
5.6
5.9
6.4
3.6000001
3.1000001
2.2
7.0
8.8
2.6000001
0.1
5.2000003
1.3000001
3.1000001
7.4
3.0
0.2
4.6
4.0
4.0
4.0
4.0
3.9
3.9
3.9
3.9
3.9
3.4
3.4
3.4
3.4
3.4
1.5
1.5
1.5
1.5
1.5
1.5
1.5
1.5
1.5
1.5
4.6
1.5
1.1
1.0
1.0
1.0
1.0
1.0
1.0
0.90000004
0.90000004
0.90000004
0.90000004
0.90000004
0.7
0.7
0.7
0.7
0.7
0.7
0.7
0.7
0.7
0.7
6.4
5.8
2.4
0.3
0.3
1.9
0.0
0.2
6.0
4.4
8.0
4.7000003
4.1
2.4
4.5
8.0
2.3
1.9
0.1
4.4
0.1
5.4
0.5
3.2
2.4
2.3
3.0
0.2
5.3
5.4
3.9
2.3
2.0
0.2
1.2
3.6000001
26.800001
22.300001
3.1000001
3.2
3.0
2.4
9.7
9.7
2.3
0.1
9.7
4.3
9.2
2.8
2.4
0.4
3.6000001
3.6000001
0.0
0.0
3.6000001
3.7
5.6
5.9
6.4
4.5
7.7000003
2.6000001
0.1
14.8
14.3
0.1
0.3
4.4
4.7000003
4.1
2.2
0.0
4.5
8.0
2.3
2.4
2.8
2.3
3.0
14.8
14.8
17.7
6.3
4.6
9.2
0.8
3.8
4.4
3.5
3.8
3.0
0.2
3.2
3.4
7.4
6.1
5.8
6.6
2.4
26.800001
22.300001
0.2
1.9
6.2000003
6.0
1.9
1.8000001
0.0
3.2
2.0
14.6
6.4
5.6
5.9
6.4
3.6000001
7.4
3.1000001
3.0
3.0
2.3
0.2
1.9
14.8
7.0
8.8
2.6000001
1.3000001
3.1000001
8.0
3.7
3.5
3.8
0.1
0.1
3.2
8.6
10.0
0.1
26.800001
3.6000001
4.5
0.3
0.0
22.300001
4.7000003
3.2
2.0
1.3000001
2.8
8.0
4.5
3.1000001
3.0
2.3
0.1
3.9
4.4
0.1
4.6
5.4
6.5
3.2
2.3
0.2
5.3
5.4
0.1
2.4
2.3
4.3
9.2
0.0
9.2
11.900001
7.2000003
9.5
7.8
3.6000001
3.7
4.1
14.8
17.7
6.0
5.6
5.9
5.8
5.8
20.5
4.0
3.8
7.4
14.8
4.6
7.7000003
0.1
0.3
5.0
10.2
9.400001
22.300001
3.0
2.3
6.2000003
6.1
5.8
2.6000001
26.800001
11.1
0.4
0.3
9.8
4.7000003
2.2
13.900001
2.3
2.4
3.2
3.4
2.8
3.0
0.3
4.7000003
2.8
2.3
2.3
0.1
4.6
9.2
0.8
4.5
4.4
4.0
3.5
3.8
2.4
1.9
3.2
3.4
1.8000001
0.0
0.0
3.8
3.6000001
2.0
6.4
5.6
5.9
6.4
4.5
9.7
3.1000001
3.2
3.0
2.3
0.4
0.1
3.2
8.8
0.1
1.3000001
8.8
3.7
1.8000001
1.9
10.0
14.6
8.6
6.0
6.3
6.6
2.0
4.4
4.7000003
3.7
2.3
0.1
8.0
4.5
3.1000001
3.2
3.0
2.3
0.0
0.1
5.3
4.7000003
0.3
4.6
5.0
0.1
5.4
6.5
3.2
2.4
0.1
3.9
4.4
2.8
0.0
1.3000001
7.2000003
9.5
7.8
3.6000001
3.7
4.1
5.4
5.6
5.9
6.4
4.5
5.2000003
5.8
20.5
14.8
5.8
14.8
17.7
4.6
2.6000001
26.800001
22.300001
7.4
6.1
5.7000003
4.3
14.3
11.1
6.2000003
7.7000003
2.3
0.3
9.8
4.4
4.7000003
4.1
1.2
0.8
3.0
4.5
3.0
2.4
2.2
1.9
4.7000003
2.8
4.6
9.2
2.8
2.3
0.1
13.7
3.8
3.2
3.4
3.0
0.1
5.5
0.3
2.4
0.4
1.9
2.8
0.0
1.9
1.8000001
3.6000001
3.7
2.0
14.6
6.4
5.6
5.9
6.4
9.7
8.0
2.3
2.3
2.4
2.6000001
1.3000001
4.4
3.1000001
4.0
3.5
3.8
7.4
7.0
8.8
6.7000003
10.0
3.1000001
20.5
6.5
6.0
4.4
3.6000001
6.0
8.0
4.5
3.1000001
6.0
6.3
4.7000003
0.1
4.6
0.3
5.4
2.8
3.2
2.3
3.2
6.6
5.3
5.4
7.0
3.9
1.2
2.4
2.3
2.4
4.3
0.3
0.0
0.1
2.0
7.2000003
7.8
4.7000003
4.1
2.3
17.7
5.6
5.9
6.4
9.5
3.6000001
3.2
3.0
0.0
0.0
2.6000001
1.2
5.8
9.400001
26.800001
22.300001
2.8
7.4
11.1
0.4
6.2000003
6.1
5.8
0.3
9.8
4.4
26.800001
22.300001
3.6000001
4.7000003
3.7
2.2
3.0
1.9
2.8
2.3
3.0
4.7000003
4.6
9.2
3.8
4.4
4.0
3.5
3.8
3.2
3.4
14.3
2.4
2.3
1.8000001
1.9
0.0
0.0
14.6
6.4
5.6
5.9
6.4
1.9
8.0
2.4
1.9
0.1
0.1
2.0
9.2
6.0
1.3000001
4.1
2.3
2.3
2.8
0.1
2.3
4.5
3.1000001
3.2
3.0
0.3
0.0
2.0
4.4
1.3000001
8.0
4.7000003
3.7
4.1
2.3
3.6000001
3.6000001
3.1000001
3.2
3.0
2.3
14.8
7.0
8.8
0.1
4.6
2.8
2.3
2.3
7.4
14.8
3.9
14.3
6.5
2.3
2.4
6.2000003
6.1
1.2
0.1
2.2
5.5
6.7000003
2.8
3.0
0.1
10.0
0.4
3.2
3.4
2.4
1.9
1.8000001
10.6
8.900001
3.0
9.2
8.900001
3.8
26.800001
22.300001
0.0
3.7
4.0
3.1000001
3.5
2.0
1.7
4.5
4.7000003
5.2000003
2.9
2.4
1.8000001
1.8000001
3.7
2.0
1.8000001
3.3
5.1
3.2
3.2
2.3
2.3
2.8
2.5
2.7
0.3
5.3
4.7000003
6.6
4.4
1.8000001
41.3
1.7
1.3000001
0.1
29.5
7.8
75.700005
6.0
83.8
3.0
1.8000001
2.1000001
1.5
12.6
16.4
4.9
1.1
2.2
64.8
3.5
3.1000001
2.1000001
3.0
1.9
2.2
1.6
1.5
12.3
1.2
0.1
1.0
1.5
18.7
0.7
0.1
0.3
1.2
0.4
2.9
3.5
8.1
3.8
1.1
3.8
1.2
3.8
3.5
1.5
5.1
3.5
2.4
1.4
0.1
0.90000004
1.2
1.0
1.4
1.0
63.9
1.2
0.4
0.3
0.0
1.5
0.1
1.1
1.5
1.9
8.1
1.9
1.9
1.8000001
4.4
4.6
12.8
2.4
0.1
0.1
0.1
21.5
9.1
10.3
79.700005
70.6
5.1
5.7000003
6.3
53.4
63.9
38.9
84.200005
77.4
2.9
3.0
3.5
1.9
2.3
1.6
1.8000001
2.1000001
2.2
1.9
1.2
1.1
6.4
1.8000001
27.4
1.1
29.6
6.0
1.8000001
1.5
0.4
0.3
0.90000004
0.8
1.0
0.0
2.1000001
84.1
2.1000001
1.2
1.2
0.1
1.4
1.1
1.2
48.5
77.4
1.2
2.4
2.2
1.2
2.2
28.2
53.4
63.9
2.2
2.2
1.6
1.6
1.5
1.9
8.1
1.8000001
1.5
0.1
23.4
72.8
75.700005
83.8
23.4
70.6
1.8000001
12.6
16.4
2.9
3.0
1.9
21.5
26.0
18.7
5.1
1.1
1.1
4.4
4.6
10.2
3.5
1.2
1.2
0.3
1.1
1.4
1.2
0.5
0.3
8.8
0.0
1.1
2.1000001
1.2
0.1
12.8
64.8
1.2
3.0
40.7
1.6
1.6
1.5
1.5
2.4
18.300001
0.1
84.200005
1.2
1.0
0.1
0.2
18.0
23.4
77.4
1.2
79.700005
0.4
5.1
5.7000003
53.4
63.9
1.9
2.3
1.8000001
2.9
3.0
3.5
2.2
6.4
0.1
3.2
3.4
29.2
27.4
29.6
6.0
1.8000001
0.4
1.5
1.5
1.1
1.2
1.0
0.3
0.90000004
0.1
0.8
1.0
0.0
2.1000001
1.2
84.1
79.200005
2.3
2.1000001
0.0
48.5
77.4
1.2
1.2
0.1
1.5
1.2
0.1
3.6000001
0.2
2.2
28.2
28.9
53.4
1.8000001
1.7
1.7
63.9
2.2
1.9
1.2
1.2
1.2
8.1
41.7
1.8000001
0.1
41.7
15.3
23.4
15.3
45.100002
72.8
1.2
1.2
1.0
83.8
1.1
5.1
2.9
3.0
3.5
25.800001
1.9
2.2
1.6
1.6
1.5
1.2
18.7
12.6
0.1
0.1
20.5
1.1
1.1
0.2
70.6
1.2
1.2
0.3
0.4
4.4
4.6
10.2
0.0
0.0
1.1
2.3
64.8
1.6
9.1
12.8
18.300001
0.1
3.5
23.4
18.0
10.3
53.4
63.9
84.200005
2.1000001
84.1
79.700005
1.2
6.4
2.9
3.0
3.5
33.0
1.6
1.5
0.4
